run_id,topo_type,num_nodes,packet_loss_prob,protocol,requests_sent,requests_succeeded,requests_failed,no_route,success_rate,avg_hops,avg_link_fidelity,avg_decoherence_factor,avg_e2e_fidelity,min_e2e_fidelity,max_e2e_fidelity,avg_total_delay_ms,recovery_paths_used,avg_recovery_per_success
9,ScaleFree,8,0.100000,Dijkstra,30,27,3,0,90.000000,1.703704,0.922386,0.869133,0.804735,0.322366,0.993391,31.428500,0,0.000000
9,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.833333,0.911882,0.838348,0.770138,0.283169,0.993391,35.597804,0,0.000000
10,ScaleFree,8,0.100000,Dijkstra,30,23,7,0,76.666667,1.608696,0.919210,0.864611,0.797876,0.361559,0.991446,41.531245,0,0.000000
10,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.931034,0.888790,0.769891,0.697505,0.128116,0.991446,50.563274,6,0.206897
11,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.733333,0.887717,0.786151,0.703589,0.267584,0.993592,56.359999,0,0.000000
11,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.733333,0.875121,0.791823,0.701025,0.249090,0.993592,54.646275,0,0.000000
12,ScaleFree,8,0.100000,Dijkstra,30,19,11,0,63.333333,1.368421,0.896218,0.938746,0.844519,0.645927,0.968486,36.352868,0,0.000000
12,ScaleFree,8,0.100000,QCAST,30,26,4,0,86.666667,1.730769,0.872506,0.854191,0.754325,0.361106,0.968486,44.674792,3,0.115385
13,ScaleFree,8,0.100000,Dijkstra,30,27,3,0,90.000000,1.555556,0.898206,0.849751,0.769319,0.500561,0.990977,43.407683,0,0.000000
13,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.655172,0.880355,0.828585,0.735514,0.455523,0.990977,47.146718,2,0.068966
14,ScaleFree,8,0.100000,Dijkstra,30,28,2,0,93.333333,1.642857,0.889974,0.855071,0.764882,0.476416,0.987020,33.514754,0,0.000000
14,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.689655,0.879259,0.857045,0.758407,0.476416,0.987020,33.468962,6,0.206897
15,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.600000,0.904196,0.869226,0.788334,0.498321,0.982468,42.883809,0,0.000000
15,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.600000,0.904196,0.869226,0.788334,0.498321,0.982468,42.883809,0,0.000000
16,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.566667,0.850670,0.871499,0.746603,0.570381,0.969270,39.977487,0,0.000000
16,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.566667,0.850670,0.871499,0.746603,0.570381,0.969270,39.977487,0,0.000000
17,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.733333,0.874368,0.817135,0.721439,0.327622,0.988696,43.327567,0,0.000000
17,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.733333,0.865982,0.818628,0.718474,0.280694,0.988696,44.339589,0,0.000000
18,ScaleFree,8,0.100000,Dijkstra,30,29,1,0,96.666667,1.620690,0.876883,0.819901,0.724133,0.499161,0.987696,57.434003,0,0.000000
18,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.620690,0.876405,0.821766,0.725287,0.499161,0.987696,56.836566,0,0.000000
19,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.633333,0.884997,0.840455,0.746481,0.223727,0.987616,45.967297,0,0.000000
19,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.633333,0.869862,0.870533,0.762031,0.439676,0.987616,38.576050,0,0.000000
20,ScaleFree,8,0.100000,Dijkstra,30,28,2,0,93.333333,1.750000,0.913635,0.833585,0.763353,0.319457,0.991442,43.850945,0,0.000000
20,ScaleFree,8,0.100000,QCAST,30,28,2,0,93.333333,1.857143,0.890888,0.774191,0.693365,0.088443,0.991442,52.772033,0,0.000000
21,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.500000,0.888377,0.871909,0.781726,0.297712,0.982090,37.817340,0,0.000000
21,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.500000,0.877386,0.880741,0.783010,0.327163,0.982090,35.121331,0,0.000000
22,ScaleFree,8,0.100000,Dijkstra,30,26,4,0,86.666667,1.692308,0.876864,0.860900,0.765497,0.362290,0.985514,36.414080,0,0.000000
22,ScaleFree,8,0.100000,QCAST,30,29,1,0,96.666667,1.724138,0.865013,0.847399,0.742485,0.362290,0.985514,39.828010,1,0.034483
23,ScaleFree,8,0.100000,Dijkstra,30,25,5,0,83.333333,1.480000,0.878995,0.903350,0.800579,0.411918,0.992040,31.548853,0,0.000000
23,ScaleFree,8,0.100000,QCAST,30,30,0,0,100.000000,1.600000,0.863824,0.879155,0.767350,0.363005,0.992040,32.787312,3,0.100000
24,ScaleFree,8,0.100000,Dijkstra,30,30,0,0,100.000000,1.333333,0.889769,0.923070,0.823543,0.528947,0.958271,30.129474,0,0.000000
